frequency,id,observation_end,observation_start,seasonal_adjustment,title,units,county_id
Annual,CDC20N2U001061,2017-01-01,1999-01-01,Not Seasonally Adjusted,"Premature Death Rate for Geneva County, A","Rate per 100,000",27366
Annual,CDC20N2UAA001061,2017-01-01,1999-01-01,Not Seasonally Adjusted,"Age-Adjusted Premature Death Rate for Geneva County, A","Rate per 100,000",27366
Annual,DMPCRATE001061,2015-01-01,2008-01-01,Not Seasonally Adjusted,Rate of Preventable Hospital Admissions,Rate,27366
Annual,DP04ACS001061,2018-01-01,2010-01-01,Not Seasonally Adjusted,Burdened Households,Percent,27366
Quarterly,ENU0106120510,2019-07-01,1990-01-01,Not Seasonally Adjusted,Number of Private Establishments for All Industries,Establishments,27366
Quarterly,EQFXSUBPRIME001061,2019-10-01,1999-01-01,Not Seasonally Adjusted,"Equifax Subprime Credit Population for Geneva County, A",Percent,27366
Annual,FBITC001061,2018-01-01,2004-01-01,Not Seasonally Adjusted,Combined Violent and Property Crime Incidents Known to Law Enforcement,Known Incidents,27366
Annual,GDPALL01061,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: All Industries,Thousands of U.S. Dollars,27366
Annual,GDPGOODS01061,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Private Goods-Producing Industries,Thousands of U.S. Dollars,27366
Annual,GDPGOVT01061,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Government and Government Enterprises,Thousands of U.S. Dollars,27366
Annual,GDPSERV01061,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Private Services-Providing Industries,Thousands of U.S. Dollars,27366
Annual,HC01ESTVC1601061,2018-01-01,2010-01-01,Not Seasonally Adjusted,High School Graduate or Higher (5-year estimate),Percent,27366
Annual,HC01ESTVC1701061,2018-01-01,2010-01-01,Not Seasonally Adjusted,Bachelor's Degree or Higher (5-year estimate),Percent,27366
Annual,HOWNRATEACS001061,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Homeownership Rate (5-year estimate) for Geneva County, A",Rate,27366
Annual,LAUCN010610000000003A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Unemployment Rate,Percent,27366
Monthly,LAUCN010610000000004,2020-02-01,1990-01-01,Not Seasonally Adjusted,Unemployed Persons,Persons,27366
Annual,LAUCN010610000000004A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Unemployed Persons,Persons,27366
Monthly,LAUCN010610000000005,2020-02-01,1990-01-01,Not Seasonally Adjusted,Employed Persons,Persons,27366
Annual,LAUCN010610000000005A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Employed Persons,Persons,27366
Annual,LAUCN010610000000006A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Civilian Labor Force,Persons,27366
Annual,MHIAL01061A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Median Household Income for Geneva County, A",Dollars,27366
Annual,MHICILBAL01061A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Median Household Income for Geneva County, A",Dollars,27366
Annual,MHICIUBAL01061A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Median Household Income for Geneva County, A",Dollars,27366
Annual,NETMIGNACS001061,2017-01-01,2009-01-01,Not Seasonally Adjusted,"Net County-to-County Migration Flow (5-year estimate) for Geneva County, A",Persons,27366
Annual,PCPI01061,2018-01-01,1969-01-01,Not Seasonally Adjusted,Per Capita Personal Income,Dollars,27366
Annual,PE5T17AL01061A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Related Children Age 5-17 in Families in Poverty for Geneva County, A",Persons,27366
Annual,PEAAAL01061A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,Estimate of People of All Ages in Poverty,Persons,27366
Annual,PECILB5T17AL01061A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Geneva County, A",Persons,27366
Annual,PECILBAAAL01061A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of People of All Ages in Poverty for Geneva County, A",Persons,27366
Annual,PECILBU18AL01061A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of People Age 0-17 in Poverty for Geneva County, A",Persons,27366
Annual,PECIUB5T17AL01061A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Geneva County, A",Persons,27366
Annual,PECIUBAAAL01061A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of People of All Ages in Poverty for Geneva County, A",Persons,27366
Annual,PECIUBU18AL01061A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of People Age 0-17 in Poverty for Geneva County, A",Persons,27366
Annual,PEU18AL01061A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,Estimate of People Age 0-17 in Poverty,Persons,27366
Annual,PI01061,2018-01-01,1969-01-01,Not Seasonally Adjusted,Personal Income,Thousands of Dollars,27366
Annual,PP5T17AL01061A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of Related Children Age 5-17 in Families in Poverty for Geneva County, A",Percent,27366
Annual,PPAAAL01061A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of People of All Ages in Poverty for Geneva County, A",Percent,27366
Annual,PPCILB5T17AL01061A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Geneva County, A",Percent,27366
Annual,PPCILBAAAL01061A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of People of All Ages in Poverty for Geneva County, A",Percent,27366
Annual,PPCILBU18AL01061A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of People Age 0-17 in Poverty for Geneva County, A",Percent,27366
Annual,PPCIUB5T17AL01061A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Geneva County, A",Percent,27366
Annual,PPCIUBAAAL01061A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of People of All Ages in Poverty for Geneva County, A",Percent,27366
Annual,PPCIUBU18AL01061A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of People Age 0-17 in Poverty for Geneva County, A",Percent,27366
Annual,PPU18AL01061A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of People Age 0-17 in Poverty for Geneva County, A",Percent,27366
Annual,PUA0T17AL01061A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, Age 0-17 for Geneva County, A",Persons,27366
Annual,PUA5T17RAL01061A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, Age 5-17 related for Geneva County, A",Persons,27366
Annual,PUAAAL01061A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, All Ages for Geneva County, A",Persons,27366
Annual,RACEDISPARITY001061,2018-01-01,2009-01-01,Not Seasonally Adjusted,"White to Non-White Racial Dissimilarity Index for Geneva County, A",Percent,27366
Annual,REALGDPALL01061,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: All Industries,Thousands of Chained 2012 U.S. Dollars,27366
Annual,REALGDPGOODS01061,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Private Goods-Producing Industries,Thousands of Chained 2012 U.S. Dollars,27366
Annual,REALGDPGOVT01061,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Government and Government Enterprises,Thousands of Chained 2012 U.S. Dollars,27366
Annual,REALGDPSERV01061,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Private Services-Providing Industries,Thousands of Chained 2012 U.S. Dollars,27366
Annual,S1101SPHOUSE001061,2018-01-01,2009-01-01,Not Seasonally Adjusted,Single-parent Households with Children as a Percentage of Households with Children,Percent,27366
Annual,S1501ACSTOTAL001061,2018-01-01,2009-01-01,Not Seasonally Adjusted,People 25 Years and Over Who Have Completed an Associate's Degree or Higher (5-year estimate),Percent,27366
Annual,S1701ACS001061,2018-01-01,2012-01-01,Not Seasonally Adjusted,Percent of Population Below the Poverty Level,Percent,27366
Monthly,USPTOISSUED001061,2010-05-01,2010-05-01,Not Seasonally Adjusted,New Patent Assignments,Patents,27366
Annual,2020RATIO001063,2018-01-01,2010-01-01,Not Seasonally Adjusted,Income Inequality,Ratio,27367
Monthly,ALGREE3LFN,2020-02-01,1990-01-01,Not Seasonally Adjusted,Civilian Labor Force,Persons,27367
Annual,ALGREE3POP,2019-01-01,1970-01-01,Not Seasonally Adjusted,Resident Population,Thousands of Persons,27367
Monthly,ALGREE3URN,2020-02-01,1990-01-01,Not Seasonally Adjusted,Unemployment Rate,Percent,27367
Annual,B01002001E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Estimate, Median Age by Sex, Total Population (5-year estimate)",Years of Age,27367
Annual,B03002001E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total (5-year estimate)",Persons,27367
Annual,B03002002E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino (5-year estimate)",Persons,27367
Annual,B03002003E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, White Alone (5-year estimate)",Persons,27367
Annual,B03002004E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Black or African American Alone (5-year estimate)",Persons,27367
Annual,B03002005E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, American Indian and Alaska Native Alone (5-year estimate)",Persons,27367
Annual,B03002006E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Asian Alone (5-year estimate)",Persons,27367
Annual,B03002007E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Native Hawaiian and Other Pacific Islander Alone (5-year estimate)",Persons,27367
Annual,B03002008E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Some Other Race Alone (5-year estimate)",Persons,27367
Annual,B03002009E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races (5-year estimate)",Persons,27367
Annual,B03002010E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races, Two Races Including Some Other Race (5-year estimate)",Persons,27367
Annual,B03002011E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races, Two Races Excluding Some Other Race, and Three or More Races (5-year estimate)",Persons,27367
Annual,B03002012E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino (5-year estimate)",Persons,27367
Annual,B03002013E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, White Alone (5-year estimate)",Persons,27367
Annual,B03002014E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Black or African American Alone (5-year estimate)",Persons,27367
Annual,B03002015E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, American Indian and Alaska Native Alone (5-year estimate)",Persons,27367
Annual,B03002016E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Asian Alone (5-year estimate)",Persons,27367
Annual,B03002017E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Native Hawaiian and Other Pacific Islander Alone (5-year estimate)",Persons,27367
Annual,B03002018E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Some Other Race Alone (5-year estimate)",Persons,27367
Annual,B03002019E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races (5-year estimate)",Persons,27367
Annual,B03002020E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races, Two Races Including Some Other Race (5-year estimate)",Persons,27367
Annual,B03002021E001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races, Two Races Excluding Some Other Race, and Three or More Races (5-year estimate)",Persons,27367
Annual,B080ACS001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,Mean Commuting Time for Workers (5-year estimate),Minutes,27367
Annual,B14005DCYACS001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Disconnected Youth (5-year estimate) for Greene County, A",Percent,27367
Annual,BPPRIV001063,2018-01-01,1990-01-01,Not Seasonally Adjusted,"New Private Housing Structures Authorized by Building Permits for Greene County, A",Units,27367
Annual,CBR01063ALA647NCEN,2017-01-01,1989-01-01,Not Seasonally Adjusted,SNAP Benefits Recipients,Persons,27367
Annual,CDC20N2U001063,2017-01-01,1999-01-01,Not Seasonally Adjusted,"Premature Death Rate for Greene County, A","Rate per 100,000",27367
Annual,CDC20N2UAA001063,2017-01-01,1999-01-01,Not Seasonally Adjusted,"Age-Adjusted Premature Death Rate for Greene County, A","Rate per 100,000",27367
Annual,DMPCRATE001063,2015-01-01,2008-01-01,Not Seasonally Adjusted,Rate of Preventable Hospital Admissions,Rate,27367
Annual,DP04ACS001063,2018-01-01,2010-01-01,Not Seasonally Adjusted,Burdened Households,Percent,27367
Quarterly,ENU0106320510,2019-07-01,1990-01-01,Not Seasonally Adjusted,Number of Private Establishments for All Industries,Establishments,27367
Quarterly,EQFXSUBPRIME001063,2019-10-01,1999-01-01,Not Seasonally Adjusted,"Equifax Subprime Credit Population for Greene County, A",Percent,27367
Annual,FBITC001063,2018-01-01,2004-01-01,Not Seasonally Adjusted,Combined Violent and Property Crime Incidents Known to Law Enforcement,Known Incidents,27367
Annual,GDPALL01063,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: All Industries,Thousands of U.S. Dollars,27367
Annual,GDPGOODS01063,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Private Goods-Producing Industries,Thousands of U.S. Dollars,27367
Annual,GDPGOVT01063,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Government and Government Enterprises,Thousands of U.S. Dollars,27367
Annual,GDPSERV01063,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Private Services-Providing Industries,Thousands of U.S. Dollars,27367
Annual,HC01ESTVC1601063,2018-01-01,2010-01-01,Not Seasonally Adjusted,High School Graduate or Higher (5-year estimate),Percent,27367
Annual,HC01ESTVC1701063,2018-01-01,2010-01-01,Not Seasonally Adjusted,Bachelor's Degree or Higher (5-year estimate),Percent,27367
Annual,HOWNRATEACS001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Homeownership Rate (5-year estimate) for Greene County, A",Rate,27367
Annual,LAUCN010630000000003A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Unemployment Rate,Percent,27367
Monthly,LAUCN010630000000004,2020-02-01,1990-01-01,Not Seasonally Adjusted,Unemployed Persons,Persons,27367
Annual,LAUCN010630000000004A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Unemployed Persons,Persons,27367
Monthly,LAUCN010630000000005,2020-02-01,1990-01-01,Not Seasonally Adjusted,Employed Persons,Persons,27367
Annual,LAUCN010630000000005A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Employed Persons,Persons,27367
Annual,LAUCN010630000000006A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Civilian Labor Force,Persons,27367
Annual,MHIAL01063A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Median Household Income for Greene County, A",Dollars,27367
Annual,MHICILBAL01063A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Median Household Income for Greene County, A",Dollars,27367
Annual,MHICIUBAL01063A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Median Household Income for Greene County, A",Dollars,27367
Annual,NETMIGNACS001063,2017-01-01,2009-01-01,Not Seasonally Adjusted,"Net County-to-County Migration Flow (5-year estimate) for Greene County, A",Persons,27367
Annual,PCPI01063,2018-01-01,1969-01-01,Not Seasonally Adjusted,Per Capita Personal Income,Dollars,27367
Annual,PE5T17AL01063A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Related Children Age 5-17 in Families in Poverty for Greene County, A",Persons,27367
Annual,PEAAAL01063A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,Estimate of People of All Ages in Poverty,Persons,27367
Annual,PECILB5T17AL01063A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Greene County, A",Persons,27367
Annual,PECILBAAAL01063A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of People of All Ages in Poverty for Greene County, A",Persons,27367
Annual,PECILBU18AL01063A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of People Age 0-17 in Poverty for Greene County, A",Persons,27367
Annual,PECIUB5T17AL01063A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Greene County, A",Persons,27367
Annual,PECIUBAAAL01063A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of People of All Ages in Poverty for Greene County, A",Persons,27367
Annual,PECIUBU18AL01063A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of People Age 0-17 in Poverty for Greene County, A",Persons,27367
Annual,PEU18AL01063A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,Estimate of People Age 0-17 in Poverty,Persons,27367
Annual,PI01063,2018-01-01,1969-01-01,Not Seasonally Adjusted,Personal Income,Thousands of Dollars,27367
Annual,PP5T17AL01063A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of Related Children Age 5-17 in Families in Poverty for Greene County, A",Percent,27367
Annual,PPAAAL01063A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of People of All Ages in Poverty for Greene County, A",Percent,27367
Annual,PPCILB5T17AL01063A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Greene County, A",Percent,27367
Annual,PPCILBAAAL01063A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of People of All Ages in Poverty for Greene County, A",Percent,27367
Annual,PPCILBU18AL01063A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of People Age 0-17 in Poverty for Greene County, A",Percent,27367
Annual,PPCIUB5T17AL01063A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Greene County, A",Percent,27367
Annual,PPCIUBAAAL01063A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of People of All Ages in Poverty for Greene County, A",Percent,27367
Annual,PPCIUBU18AL01063A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of People Age 0-17 in Poverty for Greene County, A",Percent,27367
Annual,PPU18AL01063A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of People Age 0-17 in Poverty for Greene County, A",Percent,27367
Annual,PUA0T17AL01063A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, Age 0-17 for Greene County, A",Persons,27367
Annual,PUA5T17RAL01063A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, Age 5-17 related for Greene County, A",Persons,27367
Annual,PUAAAL01063A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, All Ages for Greene County, A",Persons,27367
Annual,RACEDISPARITY001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,"White to Non-White Racial Dissimilarity Index for Greene County, A",Percent,27367
Annual,REALGDPALL01063,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: All Industries,Thousands of Chained 2012 U.S. Dollars,27367
Annual,REALGDPGOODS01063,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Private Goods-Producing Industries,Thousands of Chained 2012 U.S. Dollars,27367
Annual,REALGDPGOVT01063,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Government and Government Enterprises,Thousands of Chained 2012 U.S. Dollars,27367
Annual,REALGDPSERV01063,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Private Services-Providing Industries,Thousands of Chained 2012 U.S. Dollars,27367
Annual,S1101SPHOUSE001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,Single-parent Households with Children as a Percentage of Households with Children,Percent,27367
Annual,S1501ACSTOTAL001063,2018-01-01,2009-01-01,Not Seasonally Adjusted,People 25 Years and Over Who Have Completed an Associate's Degree or Higher (5-year estimate),Percent,27367
Annual,S1701ACS001063,2018-01-01,2012-01-01,Not Seasonally Adjusted,Percent of Population Below the Poverty Level,Percent,27367
Monthly,USPTOISSUED001063,2004-06-01,2004-06-01,Not Seasonally Adjusted,New Patent Assignments,Patents,27367
Annual,2020RATIO001065,2018-01-01,2010-01-01,Not Seasonally Adjusted,Income Inequality,Ratio,27368
Monthly,ALHALE5LFN,2020-02-01,1990-01-01,Not Seasonally Adjusted,Civilian Labor Force,Persons,27368
Annual,ALHALE5POP,2019-01-01,1970-01-01,Not Seasonally Adjusted,Resident Population,Thousands of Persons,27368
Monthly,ALHALE5URN,2020-02-01,1990-01-01,Not Seasonally Adjusted,Unemployment Rate,Percent,27368
Annual,ATNHPIUS01065A,2018-01-01,1998-01-01,Not Seasonally Adjusted,"All-Transactions House Price Index for Hale County, A",Index 2000=100,27368
Annual,B01002001E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Estimate, Median Age by Sex, Total Population (5-year estimate)",Years of Age,27368
Annual,B03002001E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total (5-year estimate)",Persons,27368
Annual,B03002002E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino (5-year estimate)",Persons,27368
Annual,B03002003E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, White Alone (5-year estimate)",Persons,27368
Annual,B03002004E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Black or African American Alone (5-year estimate)",Persons,27368
Annual,B03002005E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, American Indian and Alaska Native Alone (5-year estimate)",Persons,27368
Annual,B03002006E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Asian Alone (5-year estimate)",Persons,27368
Annual,B03002007E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Native Hawaiian and Other Pacific Islander Alone (5-year estimate)",Persons,27368
Annual,B03002008E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Some Other Race Alone (5-year estimate)",Persons,27368
Annual,B03002009E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races (5-year estimate)",Persons,27368
Annual,B03002010E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races, Two Races Including Some Other Race (5-year estimate)",Persons,27368
Annual,B03002011E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races, Two Races Excluding Some Other Race, and Three or More Races (5-year estimate)",Persons,27368
Annual,B03002012E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino (5-year estimate)",Persons,27368
Annual,B03002013E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, White Alone (5-year estimate)",Persons,27368
Annual,B03002014E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Black or African American Alone (5-year estimate)",Persons,27368
Annual,B03002015E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, American Indian and Alaska Native Alone (5-year estimate)",Persons,27368
Annual,B03002016E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Asian Alone (5-year estimate)",Persons,27368
Annual,B03002017E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Native Hawaiian and Other Pacific Islander Alone (5-year estimate)",Persons,27368
Annual,B03002018E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Some Other Race Alone (5-year estimate)",Persons,27368
Annual,B03002019E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races (5-year estimate)",Persons,27368
Annual,B03002020E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races, Two Races Including Some Other Race (5-year estimate)",Persons,27368
Annual,B03002021E001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races, Two Races Excluding Some Other Race, and Three or More Races (5-year estimate)",Persons,27368
Annual,B080ACS001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,Mean Commuting Time for Workers (5-year estimate),Minutes,27368
Annual,B14005DCYACS001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Disconnected Youth (5-year estimate) for Hale County, A",Percent,27368
Annual,BPPRIV001065,2018-01-01,1990-01-01,Not Seasonally Adjusted,"New Private Housing Structures Authorized by Building Permits for Hale County, A",Units,27368
Annual,CBR01065ALA647NCEN,2017-01-01,1989-01-01,Not Seasonally Adjusted,SNAP Benefits Recipients,Persons,27368
Annual,CDC20N2U001065,2017-01-01,1999-01-01,Not Seasonally Adjusted,"Premature Death Rate for Hale County, A","Rate per 100,000",27368
